,年龄,身高(cm),体重(kg),腰围(cm),臀围(cm),体温(℃),脉搏(次/分),呼吸(次/分),收缩压,舒张压,总热卡(千卡),门诊测血糖（次/周),自我监测血糖(次/周),空腹血糖(mmol/l),餐后血糖(mmol/l),糖化血红蛋白(%),空腹血糖(mmol/L),餐后2H血糖(mmol/L),糖化血红蛋白(%).1,空腹胰岛素(pmol/l),空腹C肽(nmol/l),餐后2H胰岛素(pmol/l),餐后2H C肽空腹C肽(nmol/l),TC（总胆固醇）,TG（甘油三酯）,LDL--C（低密度脂蛋白）,HDL--C（高密度脂蛋白）,24H尿蛋白定量(mg/24h),尿白蛋白(mg/L),BUN尿素氮(mmol/L),CREA肌酐(umol/L),WBC(×109/L),中性粒胞(%),RBC( 1012/L),家族史,高血压,脑血管病变,心血管病变,视网膜病变,糖尿病肾病,周围神经病变,糖尿病足,皮肤感染,糖尿病酮症（或酸中毒）,定时定量,食物选择合理,食物搭配合理,甜食,外出就餐,其他,每周运动次数,每次运动时间,是否使用口服降糖药,是否使用胰岛素,是否使用降压药,是否使用调脂药,胃纳,活动情况,心电图,心脏B超,眼底检查情况,肾ECT,神经肌电图,血管病变（多普勒）,奇形,干裂,灰趾甲,自觉足部症状,足背动脉搏动,每天足部检查 ,每天足部清洁,足部神经感觉阈值结果,ABI检查结果,抽烟,喝酒,程度分级,血糖记录(是/否)
每周运动次数,0.0,0.03125628,0.018859247,0.022956051,0.0,0.023990516,0.024473105,0.0,0.0,0.0,0.036029454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03276154,0.0,0.0,0.022041487,0.0,0.0,0.0,0.0,0.020334365,0.022813609,0.0,0.0,0.020788508,0.03403552,0.0,0.0,0.0,0.022216735,0.0,0.0,0.0,0.026485397,0.0,0.0,0.033015195,0.0,0.02680954,0.023958845,0.031966284,0.0,0.032909054,0.018453382,0.0,0.0,0.0,0.03088661,0.032653004,0.0,0.021986466,0.022084596,0.024117135,0.04219488,0.03551154,0.03903482,0.031607587,0.030733915,0.0,0.015855385,0.024227243,0.0,0.0187559,0.0,0.05384676,0.0,0.0,0.0,0.0,0.036254875,0.025664555
每次运动时间,0.0,0.02487765,0.0,0.013991011,0.021720994,0.0,0.022339221,0.027286284,0.0,0.01580223,0.027581671,0.02524177,0.023463415,0.0,0.02358788,0.027122566,0.027127964,0.027078629,0.0,0.018387925,0.021236427,0.0,0.01901855,0.0,0.0,0.020163067,0.0,0.026749143,0.0,0.0,0.0,0.020199372,0.020345218,0.015774695,0.0,0.0,0.017559746,0.020772967,0.0,0.0,0.0101398835,0.014027066,0.0155478725,0.015935503,0.010197099,0.0,0.023225805,0.021130063,0.02948256,0.0,0.0,0.0,0.03856131,0.0,0.0,0.02862319,0.018879857,0.023059716,0.0,0.017861066,0.0,0.030697037,0.027924903,0.0,0.017524628,0.0,0.0,0.015808087,0.01812375,0.03262729,0.021570371,0.020769674,0.014397004,0.010205695,0.02108822,0.0,0.0
是否使用口服降糖药,0.02193292,0.03195456,0.0,0.01436407,0.033872776,0.0,0.03194481,0.045911,0.0,0.0,0.0,0.0,0.02307278,0.0,0.0,0.02923852,0.02713837,0.0,0.0,0.023995142,0.01870372,0.0,0.02824415,0.022094663,0.0,0.0,0.021495445,0.02503158,0.022263575,0.033919316,0.023134442,0.03242847,0.022435952,0.015655316,0.011930198,0.025154246,0.033475574,0.02777632,0.0,0.0,0.0,0.019435138,0.020695677,0.0,0.015522361,0.0,0.0,0.023031909,0.0,0.0,0.0,0.048976813,0.0,0.0,0.0,0.023778664,0.028237006,0.0,0.0,0.01428943,0.022519914,0.0,0.02792711,0.0,0.02864585,0.0,0.0,0.0,0.0,0.0,0.0,0.019310504,0.0,0.03240613,0.017395126,0.0,0.0
是否使用胰岛素,0.0,0.0,0.0,0.0,0.0,0.01792963,0.01898468,0.0,0.0,0.0,0.0,0.013005094,0.024244467,0.01916845,0.020317525,0.0141666345,0.02749971,0.0,0.036287982,0.0,0.0,0.019892285,0.040516894,0.0,0.0,0.019109305,0.016274804,0.0,0.008482673,0.013271401,0.0,0.0,0.028462417,0.0,0.016552407,0.0,0.017212354,0.0,0.0,0.0,0.028976556,0.04383055,0.0,0.0,0.013350927,0.0,0.0,0.021534108,0.029079862,0.0,0.02364303,0.019776326,0.029890824,0.0,0.013266345,0.026673524,0.01116774,0.021052284,0.0,0.032885347,0.018049356,0.0,0.021358527,0.0,0.021135662,0.0,0.0,0.023636363,0.0,0.012545298,0.04061103,0.019169204,0.02178813,0.065145575,0.053234115,0.0,0.016598882
是否使用降压药,0.0,0.022985987,0.019283602,0.01574206,0.016219823,0.02001828,0.0,0.024500905,0.0,0.0,0.021529058,0.0,0.0,0.0,0.022397298,0.017537175,0.019944597,0.02183687,0.0,0.021059446,0.020777045,0.025157468,0.018235432,0.021265956,0.025574448,0.0,0.0,0.03370232,0.018875467,0.0,0.021067794,0.019664995,0.0,0.0,0.0,0.019368788,0.02080572,0.023713607,0.020881273,0.023908356,0.0,0.016377116,0.021175582,0.0,0.021796556,0.020054907,0.021109771,0.019597467,0.019535085,0.0,0.0,0.0,0.01433461,0.0,0.0,0.027191808,0.025837522,0.023353977,0.027766926,0.0,0.0,0.02332571,0.018818107,0.020018604,0.0,0.0,0.021371301,0.0,0.024010647,0.0,0.0,0.0,0.0,0.0,0.022878649,0.024326814,0.020538209
是否使用调脂药,0.0,0.022974024,0.0,0.018780869,0.0,0.0,0.018042903,0.026723333,0.0,0.023039196,0.03596195,0.0,0.0,0.02729681,0.014960676,0.0,0.0,0.01983733,0.01726195,0.0,0.028416334,0.0,0.0,0.0,0.018102422,0.026636409,0.0,0.03656604,0.0,0.01853916,0.0,0.028179573,0.019033248,0.036232423,0.02159919,0.026217181,0.014276238,0.016960233,0.0,0.0,0.0,0.0,0.0,0.0,0.025809444,0.015430907,0.023473563,0.0,0.0,0.0,0.03187004,0.0,0.0,0.026710004,0.028229576,0.0,0.022382738,0.0,0.0,0.027022747,0.0,0.020292146,0.036794618,0.016096447,0.0,0.0,0.0,0.019799024,0.016938351,0.033251278,0.04538186,0.0,0.01951473,0.019441275,0.04314863,0.0,0.019589223
胃纳,0.0,0.0,0.0,0.019088868,0.0,0.030307345,0.0,0.0,0.022104578,0.0,0.025155764,0.0,0.0,0.030667607,0.028408756,0.0,0.019714292,0.019997198,0.018689495,0.0,0.0,0.032388333,0.030107247,0.031229623,0.0,0.019313868,0.021225542,0.0,0.0,0.028864702,0.02873216,0.0,0.016149394,0.0,0.0,0.0,0.0,0.0,0.0,0.03309986,0.02546126,0.011674314,0.030763723,0.03889422,0.0,0.0,0.023993667,0.03486104,0.0,0.0,0.0,0.024741959,0.029647587,0.012042878,0.029256623,0.0,0.0,0.024599386,0.02344257,0.0,0.023904625,0.02477333,0.0,0.0,0.023804612,0.015089689,0.025090434,0.0,0.025343738,0.027009835,0.021503178,0.028049467,0.0,0.0,0.0,0.0,0.022223523
活动情况,0.0,0.022082698,0.0,0.018059466,0.019908186,0.0,0.0,0.023469677,0.017691245,0.02218938,0.0273817,0.027085103,0.019196467,0.0,0.023495764,0.027363917,0.016870862,0.030216753,0.0,0.017828051,0.021984827,0.0,0.022532614,0.02056068,0.018568596,0.020347456,0.0,0.0,0.0,0.023946222,0.0,0.0,0.053582404,0.0,0.0,0.0,0.015137185,0.014903089,0.020033745,0.0,0.020369373,0.016291052,0.0,0.01878991,0.0,0.017700644,0.03341978,0.022534123,0.0,0.0,0.0,0.027178308,0.026032835,0.0,0.0,0.025871037,0.026198493,0.0,0.024752166,0.0,0.0,0.025245637,0.0,0.0,0.0,0.0,0.020603972,0.024920467,0.02274145,0.019964132,0.0246362,0.0,0.0,0.017208908,0.022644661,0.0,0.0
心电图,0.034972854,0.0,0.019337416,0.0,0.0,0.0,0.021764291,0.021504216,0.026134657,0.0,0.028417509,0.0,0.0,0.0,0.03072362,0.020967735,0.0,0.020618532,0.019215731,0.022907127,0.0,0.040181335,0.0,0.027501218,0.03063459,0.0,0.029601611,0.0,0.02848406,0.021767829,0.034031913,0.0,0.03593799,0.012526067,0.022949032,0.021923462,0.0,0.03158805,0.027776953,0.0,0.020377014,0.020105299,0.0,0.0,0.0,0.021511476,0.018937029,0.0,0.0,0.015159621,0.019874446,0.0,0.018973108,0.0,0.0,0.0,0.0,0.022476168,0.0,0.016293272,0.021232288,0.022461679,0.0,0.035255745,0.02023981,0.021240767,0.0,0.0,0.0,0.0,0.02231857,0.041810863,0.0,0.0,0.0,0.0,0.027319279
心脏B超,0.01773255,0.017534532,0.024930289,0.0,0.0,0.024357684,0.017320933,0.026988478,0.0,0.0,0.0,0.026322851,0.022147764,0.030851336,0.011173105,0.0,0.02898251,0.0,0.020364532,0.0,0.026155366,0.026540754,0.024842799,0.027316444,0.023309011,0.0,0.017743282,0.0,0.016732452,0.01710561,0.020208122,0.019081347,0.022581445,0.0,0.0,0.023492616,0.016677985,0.022341691,0.0,0.0,0.0,0.026431102,0.0,0.0,0.0,0.0,0.017313283,0.032328166,0.01556214,0.0,0.0,0.01978056,0.0,0.028004635,0.017524812,0.025164206,0.024682023,0.016664619,0.0,0.0,0.015735555,0.018227458,0.0208731,0.019787997,0.0,0.0,0.038179215,0.0,0.012397845,0.022512754,0.0,0.0,0.0,0.0,0.032971483,0.0,0.016806865
眼底检查情况,0.029456954,0.039151613,0.0,0.0,0.0,0.028842581,0.03272519,0.0,0.036007255,0.0,0.0,0.047775693,0.0,0.0,0.0,0.0,0.0,0.0,0.035078358,0.0,0.0,0.033819802,0.029765218,0.030432288,0.0,0.0,0.041655645,0.0,0.030688439,0.0,0.03184137,0.0,0.0,0.048246842,0.03284162,0.0,0.0,0.0,0.0,0.031153278,0.031684056,0.033098135,0.0,0.0,0.0,0.0,0.0,0.0,0.03610767,0.031205054,0.0,0.042487346,0.0,0.029656379,0.0,0.0,0.0,0.036777265,0.0,0.027904458,0.0,0.03325163,0.0,0.0,0.0342135,0.030846301,0.0,0.0,0.0,0.0,0.0,0.02930091,0.0,0.0,0.0,0.042501602,0.0
肾ECT,0.0,0.02875192,0.019737216,0.0,0.033834808,0.024971465,0.029571434,0.029728195,0.0,0.0,0.0,0.028347446,0.0,0.021428723,0.0,0.020719122,0.029207965,0.0,0.05159326,0.023224194,0.0,0.015113683,0.0,0.020918319,0.023792427,0.017131997,0.0,0.0,0.022723623,0.0,0.032407854,0.019395266,0.026207626,0.020934321,0.0,0.029063396,0.0,0.024240013,0.0,0.031170104,0.0,0.018172525,0.0,0.0,0.0,0.028347522,0.0,0.023762763,0.0,0.013290573,0.03435001,0.0,0.0,0.030403154,0.02748834,0.0,0.0,0.0,0.023229895,0.0,0.023482036,0.0,0.023550523,0.021436293,0.0,0.010980785,0.015039216,0.0,0.0,0.0,0.0,0.025902053,0.0,0.014614976,0.027914636,0.021666033,0.0
神经肌电图,0.017493438,0.0,0.022812499,0.0,0.0,0.023153897,0.016262468,0.023939226,0.0,0.0,0.0,0.027136989,0.0,0.021720018,0.016699761,0.025465526,0.021399183,0.0,0.017001675,0.0,0.0,0.021727828,0.019564841,0.026919357,0.01938234,0.0,0.025482439,0.0,0.030131163,0.018345783,0.02840857,0.021174418,0.0,0.0,0.019267771,0.025826441,0.019975126,0.02232741,0.0,0.0,0.0,0.015427581,0.0,0.0,0.027758833,0.019319002,0.0,0.020878173,0.023521023,0.027860122,0.029527875,0.0,0.0,0.019565085,0.022105826,0.03607484,0.0,0.01995004,0.019774962,0.021544645,0.031545244,0.0,0.0,0.021225361,0.0,0.0,0.0,0.020543724,0.014203175,0.0,0.0,0.022745976,0.018562088,0.0,0.024308374,0.0,0.025816629
血管病变（多普勒）,0.03219237,0.0,0.02771019,0.02451573,0.027422283,0.022989813,0.026064346,0.0,0.0,0.024160156,0.0,0.036974963,0.028582918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037955727,0.026174866,0.0,0.0,0.02883676,0.026282249,0.031011134,0.0,0.0,0.0,0.0,0.0,0.019733207,0.033124648,0.0,0.0,0.0,0.026721103,0.0,0.039598778,0.0,0.023583699,0.031375334,0.015098103,0.0,0.0,0.0,0.023846325,0.021304624,0.0,0.036037542,0.023157319,0.0,0.0,0.0,0.0,0.025973268,0.0,0.028167117,0.0,0.0,0.027148567,0.0,0.020025838,0.020220708,0.0,0.02689166,0.0,0.04610397,0.0,0.031271745,0.021966944,0.018481357,0.0,0.0,0.026186071
奇形,0.017277239,0.0,0.02975278,0.0,0.0,0.03703728,0.027602406,0.022424672,0.0,0.0,0.0,0.025575599,0.0,0.0,0.016877823,0.037793834,0.02575593,0.0,0.026734773,0.0,0.0,0.014932043,0.022867583,0.0,0.0,0.0,0.018707488,0.0,0.021649314,0.02008915,0.010008993,0.029306142,0.015213952,0.0,0.03437001,0.015612891,0.0,0.012579624,0.0,0.0,0.0,0.037068564,0.0,0.0,0.023177776,0.028366836,0.0,0.03404679,0.0,0.02434467,0.0,0.0,0.026753817,0.020399,0.02381573,0.022743676,0.020193405,0.02482951,0.018355196,0.029382553,0.01772595,0.0,0.015084118,0.018022375,0.0,0.0,0.026100002,0.0,0.0,0.025702761,0.0,0.021440476,0.023855302,0.0,0.020340813,0.0,0.020037722
干裂,0.025439229,0.029877117,0.03840677,0.0,0.0,0.0,0.0,0.0,0.0,0.03476025,0.0,0.0,0.029250262,0.0,0.0,0.0,0.0,0.0,0.0,0.034963872,0.0,0.044993117,0.0,0.0,0.0,0.0,0.031716697,0.043412708,0.0,0.0,0.040893197,0.048420243,0.0,0.0,0.0,0.046311095,0.025580574,0.0,0.063691996,0.025235621,0.0,0.0,0.021485265,0.0,0.031206736,0.029884078,0.0,0.0,0.0,0.10641232,0.021358917,0.0,0.029421376,0.0,0.0,0.0,0.0,0.0,0.031628374,0.0,0.029828515,0.0,0.036305424,0.027596356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02773052,0.0,0.0,0.032372765,0.0
灰趾甲,0.0,0.0,0.0,0.021573765,0.0,0.0,0.0,0.031026367,0.02485331,0.0,0.0,0.0,0.0,0.0,0.009976038,0.033292066,0.027558886,0.02247896,0.0,0.026392598,0.027586948,0.0,0.0,0.0,0.026311483,0.0,0.0,0.03134787,0.0,0.022511313,0.0,0.0,0.015290683,0.02046542,0.039425414,0.0,0.020643305,0.0,0.023985356,0.025839742,0.0,0.0,0.0,0.05959573,0.038131945,0.026777593,0.024701338,0.035054717,0.0,0.0,0.023420732,0.0,0.017489936,0.027789354,0.0,0.02413871,0.022029828,0.0,0.014745922,0.0,0.025212837,0.015235662,0.03052888,0.0,0.026061228,0.0,0.0,0.0,0.0,0.021462794,0.016156346,0.0,0.022729645,0.040936865,0.0,0.0,0.020357043
自觉足部症状,0.0,0.0,0.029837988,0.0,0.0,0.024873158,0.025064982,0.02226317,0.0,0.023427557,0.024158461,0.0,0.023805188,0.0,0.029717777,0.0,0.0,0.023232214,0.025312547,0.0,0.0,0.028105974,0.0,0.0,0.02777201,0.0,0.021382324,0.0,0.0,0.020360691,0.023319442,0.0,0.0,0.0,0.0,0.023092095,0.0,0.026500491,0.01471114,0.0,0.0,0.0,0.0,0.0,0.018594168,0.022333775,0.022236304,0.0,0.018278908,0.030375093,0.0,0.0,0.017949237,0.0,0.0311641,0.021122126,0.0,0.026932435,0.022570867,0.0271472,0.0,0.022202792,0.022786526,0.024930408,0.0,0.03466908,0.030457888,0.0,0.04200912,0.027038503,0.026060412,0.0,0.0,0.0,0.03568485,0.0,0.028868597
足背动脉搏动,0.027327318,0.02122276,0.029961666,0.018680144,0.017848242,0.032878105,0.03438833,0.025386116,0.0,0.01696859,0.023638142,0.02760922,0.020940961,0.0,0.0,0.0,0.021095948,0.0,0.0,0.0,0.023120333,0.022906201,0.023414433,0.0,0.026187379,0.0,0.0,0.030259999,0.0388482,0.0,0.0,0.016552718,0.0,0.0,0.0,0.0,0.01964996,0.02588159,0.019789735,0.0,0.022229906,0.0,0.0,0.010303613,0.012052866,0.0,0.0,0.0,0.025764478,0.0,0.0,0.025242057,0.0,0.016010657,0.0,0.017227463,0.023545992,0.024568899,0.0,0.014359006,0.0,0.032313738,0.0,0.02689196,0.036691625,0.0,0.0,0.04032069,0.0,0.030878209,0.0,0.0,0.014824727,0.017610293,0.020788778,0.019920725,0.0
每天足部检查 ,0.04241572,0.024069507,0.026634444,0.025580483,0.0,0.0,0.0,0.0,0.025484983,0.022404512,0.0,0.0,0.035097547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04103387,0.0,0.0,0.0,0.0,0.031355128,0.0,0.0,0.0,0.02977892,0.03752396,0.0,0.0,0.052909195,0.0,0.0,0.0,0.036127508,0.0308672,0.041144967,0.0,0.047754906,0.0,0.017187629,0.0,0.0,0.0,0.032815356,0.021885853,0.05068406,0.045949284,0.025224652,0.0,0.0,0.0,0.0,0.022835305,0.064334475,0.0,0.0,0.0,0.0,0.0,0.0,0.019746624,0.026236353,0.032739796,0.0,0.0,0.0,0.03594523,0.02706954,0.0,0.0,0.038926337,0.0
每天足部清洁,0.0,0.0,0.0,0.024162747,0.019846054,0.0,0.016132157,0.016851403,0.0,0.020604301,0.0,0.0205439,0.018775301,0.0,0.026908023,0.02252109,0.022076659,0.028374176,0.0,0.02666562,0.03157186,0.0,0.024256645,0.0,0.018571025,0.020317571,0.0,0.03060909,0.016759353,0.0,0.0,0.0,0.0,0.03476082,0.01749262,0.011271858,0.014409866,0.009998574,0.02031982,0.0,0.015083579,0.02671807,0.0,0.025991896,0.022635851,0.0,0.0,0.029027088,0.023033094,0.0,0.0,0.024108341,0.01929941,0.0,0.0,0.040967975,0.021366019,0.022871735,0.0,0.027476532,0.0,0.0,0.0,0.0,0.02915293,0.0,0.0,0.020371668,0.0,0.0,0.0,0.031203069,0.018943945,0.023936518,0.042917833,0.0,0.014980908
足部神经感觉阈值结果,0.0,0.0,0.024151657,0.024124216,0.019258022,0.020065265,0.0,0.030702906,0.021482874,0.030180477,0.037914503,0.030650694,0.0,0.0,0.02602708,0.028023073,0.0,0.02486717,0.0,0.0,0.02570246,0.0,0.0,0.0,0.025055466,0.0,0.0,0.03753546,0.0,0.0,0.0,0.0,0.0,0.0,0.032485556,0.0,0.018417982,0.0,0.020834286,0.0,0.023040542,0.0,0.0,0.034317825,0.029083963,0.023210136,0.0,0.0,0.014102936,0.02776309,0.0,0.029562311,0.020805271,0.0,0.0,0.029860932,0.027204756,0.0,0.05355527,0.0,0.0,0.0,0.0,0.028930485,0.025172584,0.0,0.0,0.0346329,0.0,0.0,0.03915518,0.0,0.026008518,0.0,0.0,0.034501556,0.036073387
ABI检查结果,0.0,0.025534444,0.0,0.0,0.0,0.0,0.023060251,0.0,0.0,0.022466239,0.0,0.030665863,0.030438254,0.021552704,0.0,0.024235593,0.034738414,0.023688208,0.026414694,0.021196581,0.0,0.0,0.0,0.0,0.0,0.030672742,0.0,0.018242355,0.0,0.02193405,0.0,0.0,0.027812354,0.028289674,0.021235697,0.023224888,0.0,0.029690105,0.0,0.027267845,0.021799518,0.025377737,0.0,0.0,0.02743268,0.0,0.0,0.018015094,0.0,0.0,0.031385373,0.0,0.0,0.03179861,0.033340916,0.025136637,0.0,0.0,0.0,0.033379123,0.017751295,0.0,0.032575555,0.0,0.0,0.0,0.0,0.02430006,0.0,0.031027267,0.025782181,0.031034192,0.0,0.035783023,0.04143618,0.0,0.0
抽烟,0.0,0.0,0.0,0.03277247,0.021322448,0.0,0.016328942,0.038231917,0.024351457,0.022983026,0.018075021,0.008490661,0.018679056,0.0,0.0,0.021068541,0.020468887,0.02455595,0.0,0.028024506,0.018743426,0.0,0.027511986,0.020757187,0.0,0.02434491,0.0,0.021357564,0.015797384,0.017494489,0.0,0.018478276,0.028698968,0.016621478,0.023932131,0.02641384,0.0,0.014267972,0.0,0.0,0.037976105,0.03708394,0.025917951,0.034298174,0.02009558,0.0,0.0,0.02529444,0.0,0.0,0.0,0.012968788,0.0,0.0,0.0,0.02117259,0.0,0.0,0.0,0.031949606,0.014942611,0.0,0.019928582,0.0,0.022222606,0.0,0.0,0.018643154,0.0,0.0,0.027944615,0.01878387,0.028125577,0.0,0.038409207,0.0,0.0
喝酒,0.0,0.0,0.018746894,0.037499964,0.012743624,0.02374158,0.0,0.027441882,0.02540995,0.020781666,0.02436864,0.0,0.0,0.0,0.016526613,0.018373942,0.039697535,0.019353695,0.0,0.0,0.0,0.0,0.0,0.0185061,0.031043919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024237467,0.011816023,0.01464187,0.023527483,0.0,0.0,0.0,0.03129291,0.030691253,0.017635044,0.018904403,0.0,0.0,0.013839716,0.022507558,0.024279535,0.0,0.017860252,0.0,0.027332604,0.042549286,0.02396176,0.0,0.028588835,0.040001832,0.0,0.0324905,0.028117102,0.017535828,0.0,0.028248735,0.019523025,0.03695447,0.021138003,0.0,0.048459392,0.0,0.0,0.0,0.0,0.011208225,0.017788462
程度分级,0.0,0.03149497,0.0,0.0,0.0,0.0,0.0,0.014818647,0.0,0.03336736,0.0,0.04056382,0.014058157,0.038742296,0.0,0.028280238,0.018144196,0.030537628,0.022384554,0.022951858,0.0,0.0,0.0,0.0,0.0,0.02452941,0.017594108,0.027391039,0.0,0.036716815,0.0,0.02476431,0.036495145,0.03881234,0.0,0.028390016,0.0,0.0,0.0,0.028581856,0.04780195,0.015134917,0.0,0.0,0.0,0.0,0.0,0.030123482,0.0,0.0,0.037666928,0.0,0.0,0.018293343,0.033984665,0.024778677,0.034687396,0.0,0.0,0.0,0.03288741,0.0,0.0,0.0,0.022668153,0.0,0.0,0.0,0.0,0.039255943,0.025520878,0.03485277,0.020917822,0.01405405,0.012380976,0.0,0.0
血糖记录(是/否),0.0,0.019438602,0.03587093,0.023232268,0.0,0.023217717,0.0,0.0,0.0,0.03872416,0.0,0.0,0.0,0.02297906,0.0,0.0,0.0,0.0,0.046260636,0.030524125,0.0,0.0,0.0,0.0,0.0,0.01875174,0.041560426,0.02183209,0.0,0.0,0.0,0.021908363,0.05352113,0.0,0.0,0.03407631,0.0,0.0,0.016832704,0.03262279,0.020859007,0.0,0.0,0.0,0.042039122,0.047442317,0.035331137,0.0,0.021274926,0.019651787,0.029040622,0.0,0.0,0.019593319,0.029249337,0.0,0.02154097,0.0,0.0,0.0,0.0,0.041698657,0.0,0.027351467,0.024499806,0.0,0.021862855,0.0,0.027807573,0.027422093,0.0,0.0,0.018363263,0.013972455,0.0,0.030988034,0.0
